Tower,month,detractor_risk,cnps_score,tli
H2R,2020-05-01,0.2885125516098082,12.663185378590077,464.2634464751958
O2C,2020-05-01,0.306335237071167,9.623095429029672,706.1246591820369
R2R,2020-05-01,0.28715451330310415,16.120906801007557,299.4646095717884
S2P,2020-05-01,0.29745264547919925,12.356687898089172,906.7452229299365
